fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"2222",BuildingGroup5188060646775867,BuildingGroup,1421.0131,153_Rue de la Roquette_75111,41_Rue de la Folie-régnault_75111,,,,,,,,,BATIMENT0000000240756813,"24","0",Address7488044288246917__Address5488044380210373,"6","9","1","2",159.01306
"2223",BuildingGroup5188060518272132,BuildingGroup,1425.382,13_Avenue de la République_75111,13_BIS_Avenue de la République_75111,1_Boulevard Jules Ferry_75111,,,,,,,,BATIMENT0000000245187824,"14","0",Address5888044276535548__Address8688044276562469__Address1288044311571122,"5","8","1","3",192.38196
"2224",BuildingGroup5188060362637637,BuildingGroup,1208.4238,24_Rue Saint-ambroise_75111,,,,,,,,,,BATIMENT0000000240756357-BATIMENT0000000240756348,"30","0",Address3388044282032252,"4","12","2","1",568.4238
"2225",BuildingGroup5188060214951677,BuildingGroup,7822.0874,125_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000240748424-BATIMENT0000000240748434-BATIMENT0000000240748844-BATIMENT0000000240748436,"20","0",Address7788044312800486,"2","8","4","1",6497.0874
"2226",BuildingGroup5188060000525955,BuildingGroup,731.629,28_Rue de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240760024,"0","0",Address9988044379889504,"1","1","1","1",0
"2227",BuildingGroup5188059911357762,BuildingGroup,1095.9434,49_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240756975-BATIMENT0000000240756047,"12","0",Address688044268581803,"3","5","2","1",631.94336
"2228",BuildingGroup5188059828759491,BuildingGroup,1331.3125,20_Boulevard Beaumarchais_75111,,,,,,,,,,BATIMENT0000000245197874,"15","0",Address3188044328225350,"7","11","1","1",135
"2229",BuildingGroup5188059509575572,BuildingGroup,1882.4102,6_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186676,"25","0",Address4188044317103086,"10","19","1","1",225
"2230",BuildingGroup5188059424349146,BuildingGroup,2397.2253,18_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000245187365,"46","0",Address8888044420541299,"8","18","1","1",1124.2253
"2231",BuildingGroup5188059413111238,BuildingGroup,1004.479,37_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187360,"10","0",Address7188044304375461,"5","3","1","1",438.479
"2232",BuildingGroup5188059342180031,BuildingGroup,1037.1743,4_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240748092,"25","0",Address1388044356570758,"2","36","1","1",117.17432
"2233",BuildingGroup5188059330922963,BuildingGroup,1315.8765,9_Avenue de Bouvines_75111,,,,,,,,,,BATIMENT0000000240748088,"17","0",Address688044411382011,"1","2","1","1",1189.8765
"2234",BuildingGroup5188059168206540,BuildingGroup,1462.51,248_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748572,"33","0",Address5688044306416773,"5","14","1","1",933.51
"2235",BuildingGroup5188059118532059,BuildingGroup,1771.281,20_Rue Titon_75111,,,,,,,,,,BATIMENT0000000240745021-BATIMENT0000000240745022,"0","0",,"3","3","2","0",0
"2236",BuildingGroup5188059103512151,BuildingGroup,1743.7964,10_Rue de la Présentation_75111,,,,,,,,,,BATIMENT0000000240758186,"1","0",Address788044371104103,"3","2","1","1",661.7964
"2237",BuildingGroup5188059051031571,BuildingGroup,1023.74005,11_Rue Ternaux_75111,,,,,,,,,,BATIMENT0000000240754577,"17","0",Address288044334656539,"2","6","1","1",924.74005
"2238",BuildingGroup5188058948437227,BuildingGroup,2801.277,243_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240743772,"47","0",Address6188044242728516,"20","42","1","1",186.2771
"2239",BuildingGroup5188058873098003,BuildingGroup,1624.3203,4_Allée du Philosophe_75111,147_Boulevard Voltaire_75111,,,,,,,,,BATIMENT0000000240744034,"16","0",Address4688044281020844__Address3488044304036416,"3","10","1","2",1210.3203
"2240",BuildingGroup5188058841170154,BuildingGroup,712.90356,25_Rue de Belfort_75111,,,,,,,,,,BATIMENT0000000240755812,"16","0",Address788044301857074,"4","8","1","1",150.90356
"2241",BuildingGroup5188058766814280,BuildingGroup,1299.293,2_Rue de la Roquette_75111,13_Passage du Cheval Blanc_75111,,,,,,,,,BATIMENT0000000240741988,"2","0",Address6088044286851858__Address4788044403833687,"2","0","1","2",1299.293
"2242",BuildingGroup5188058747835656,BuildingGroup,728.40753,11_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240743376,"11","0",Address7388044257961827,"4","8","1","1",145.40753
"2243",BuildingGroup5188058712140124,BuildingGroup,879.38025,13_BIS_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240756947,"12","0",Address5888044325040470,"3","9","1","1",573.38025
"2244",BuildingGroup5188058664781647,BuildingGroup,1109.2755,191_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240748762-BATIMENT0000000240748759,"22","0",Address5088044262174714,"4","8","2","1",378.2755
"2245",BuildingGroup5188058648659189,BuildingGroup,902.26654,4_Rue Basfroi_75111,,,,,,,,,,BATIMENT0000000240744513-BATIMENT0000000240744514,"22","0",Address8888044336251007,"6","10","2","1",421.26654
"2246",BuildingGroup5188058629572641,BuildingGroup,7893.4067,11_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744508-BATIMENT0000000240744510-BATIMENT0000000240744493,"79","0",Address7488044309879362,"5","16","3","1",7407.4067
"2247",BuildingGroup5188058624246571,BuildingGroup,2938.3184,167_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744437,"20","0",Address7988044400724174,"7","13","1","1",380.31836
"2248",BuildingGroup5188058448423304,BuildingGroup,722.22797,17_Rue Desargues_75111,,,,,,,,,,BATIMENT0000000240759120-BATIMENT0000000240759119,"23","0",Address2788044350146737,"1","6","2","1",641.22797
"2249",BuildingGroup5188058290483714,BuildingGroup,7145.5337,37_Rue Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186694-BATIMENT0000000245186692-BATIMENT0000000245186687,"66","0",Address2688044316661815,"10","57","3","1",1485.5337
"2250",BuildingGroup5188057600339523,BuildingGroup,1994.4696,11_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240747886,"22","0",Address2688044388835056,"1","8","1","1",1763.4696
"2251",BuildingGroup5088061591043294,BuildingGroup,1785.2295,36_Rue Servan_75111,,,,,,,,,,BATIMENT0000000240757321-BATIMENT0000000240757322,"46","0",Address5588044371435007__Address5588044371435007,"10","25","2","2",428.2295
"2252",BuildingGroup5088061501932385,BuildingGroup,438.09003,14_Passage de la Folie-régnault_75111,,,,,,,,,,BATIMENT0000000240759273,"13","0",Address5688044350750517,"0","3","1","1",438.09003
"2253",BuildingGroup5088061253081596,BuildingGroup,1487.6063,32_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240743911,"14","0",Address3788044296883615,"2","17","1","1",256.60632
"2254",BuildingGroup5088061003407524,BuildingGroup,2945.9812,68_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240757164-BATIMENT0000000240757165,"14","0",Address3588044415221845,"3","12","2","1",2198.9812
"2255",BuildingGroup5088060993590960,BuildingGroup,850.39105,5_Rue Léchevin_75111,,,,,,,,,,BATIMENT0000000240756214,"0","0",Address2888044300503120,"0","2","1","1",0
"2256",BuildingGroup5088060938053498,BuildingGroup,882.47437,7_Rue Auguste Barbier_75111,,,,,,,,,,BATIMENT0000000240754801,"22","0",Address1688044387611314,"0","3","1","1",793.47437
"2257",BuildingGroup5088060587546804,BuildingGroup,1690.6332,20_Rue Paul Bert_75111,,,,,,,,,,BATIMENT0000000240744209,"36","0",Address5488044377828196,"3","6","1","1",1048.6332
"2258",BuildingGroup5088060546479485,BuildingGroup,5186.241,21_Boulevard Jules Ferry_75111,,,,,,,,,,BATIMENT0000000245187902,"8","0",Address7188044311814415,"2","8","1","1",784.2412
"2259",BuildingGroup5088060430482668,BuildingGroup,3918.5342,13_Rue Basfroi_75111,3_Passage Rauch_75111,,,,,,,,,BATIMENT0000000240744457-BATIMENT0000000240744467,"49","0",Address4288044336971981__Address5388044358219622,"10","33","2","2",2102.5342
"2260",BuildingGroup5088060140990577,BuildingGroup,1209.737,14_Rue de la Folie-méricourt_75111,1_Cité Popincourt_75111,,,,,,,,,BATIMENT0000000240756234,"11","0",Address488044349615134__Address2088044407733618,"4","10","1","2",562.73706
"2261",BuildingGroup5088060121070328,BuildingGroup,1083.4398,49_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240756268-BATIMENT0000000240756270,"21","0",Address1788044414228804,"4","5","2","1",441.43982
"2262",BuildingGroup5088060111811021,BuildingGroup,1348.1724,15_Rue Pasteur_75111,,,,,,,,,,BATIMENT0000000240757192-BATIMENT0000000240757191,"0","0",Address5588044376980905,"1","2","2","1",0
"2263",BuildingGroup5088060049996876,BuildingGroup,126.786,39_Boulevard de Belleville_75111,,,,,,,,,,BATIMENT0000000240758275,"0","0",Address1488044407151972,"1","1","1","1",0
"2264",BuildingGroup5088059972171952,BuildingGroup,671.4915,19_Boulevard de Ménilmontant_75111,,,,,,,,,,BATIMENT0000000240759944,"5","0",Address6588044322528922,"3","1","1","1",206.49152
"2265",BuildingGroup5088059898666628,BuildingGroup,1384.174,9_Rue du Morvan_75111,,,,,,,,,,BATIMENT0000000240756913,"24","0",Address7088044302276742,"6","14","1","1",309.17395
"2266",BuildingGroup5088059749691532,BuildingGroup,1302.489,16_Rue Voltaire_75111,,,,,,,,,,BATIMENT0000000240748545,"33","0",Address2188044323024483,"2","9","1","1",968.489
"2267",BuildingGroup5088059391982054,BuildingGroup,800.16876,7_IMPASSE DES 3 SOEURS_75111,,,,,,,,,,BATIMENT0000000240757096-BATIMENT0000000240757095,"7","0",Address6588044241949395,"3","11","2","1",381.16876
"2268",BuildingGroup5088059384536667,BuildingGroup,3552.5962,4_Rue Popincourt_75111,,,,,,,,,,BATIMENT0000000240755828,"46","0",Address788044268905969,"8","26","1","1",2257.5962
"2269",BuildingGroup5088059376879589,BuildingGroup,590.44403,79_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240757104-BATIMENT0000000240757103,"1","0",Address8188044298340475__Address8188044298340475,"2","2","2","2",82.44403
"2270",BuildingGroup5088059271388361,BuildingGroup,931.0943,16_Rue de la Forge Royale_75111,,,,,,,,,,BATIMENT0000000240744121,"0","0",Address188044299834845,"2","4","1","1",0
"2271",BuildingGroup5088059239623418,BuildingGroup,281.622,82_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744303,"7","0",Address2788044261021830,"2","2","1","1",238.62201
"2272",BuildingGroup5088059139620466,BuildingGroup,973.0927,212_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240747527,"14","0",Address8088044303407582,"3","2","1","1",362.0927
"2273",BuildingGroup5088059043178606,BuildingGroup,1203.2686,3_Rue Jacquard_75111,,,,,,,,,,BATIMENT0000000240754580,"22","0",Address2988044376077786,"8","10","1","1",124.268555
"2274",BuildingGroup5088058865373616,BuildingGroup,2130.606,77_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240755809-BATIMENT0000000240755808,"69","0",Address7388044385864816,"6","18","2","1",918.60596
"2275",BuildingGroup5088058766460845,BuildingGroup,1014.8745,3_Passage du Cheval Blanc_75111,,,,,,,,,,BATIMENT0000000240741969,"1","0",,"0","0","1","0",1014.8745
"2276",BuildingGroup5088058742025127,BuildingGroup,2425.0247,24_Rue de Lappe_75111,,,,,,,,,,BATIMENT0000000240741987,"25","0",Address9788044381868641,"4","22","1","1",1487.0247
"2277",BuildingGroup5088058705202239,BuildingGroup,1221.5052,13_Rue Pétion_75111,,,,,,,,,,BATIMENT0000000240755954,"31","0",Address7888044267703024,"6","11","1","1",256.50525
"2278",BuildingGroup5088058662246905,BuildingGroup,1053.5963,147_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240759366,"21","0",Address8788044391743628,"5","15","1","1",131.59631
"2279",BuildingGroup5088058635803483,BuildingGroup,2845.524,114_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240755817-BATIMENT0000000240755818,"39","0",Address6988044286627311,"8","19","2","1",2207.524
"2280",BuildingGroup5088058485078262,BuildingGroup,4.658,54_Rue de la Fontaine au Roi_75111,,,,,,,,,,BATIMENT0000000240757439,"0","0",Address1588044375576310,"0","0","1","1",4.658
"2281",BuildingGroup5088058468272300,BuildingGroup,970.38983,7_Rue Desargues_75111,,,,,,,,,,BATIMENT0000000331452195-BATIMENT0000000240758231,"9","0",Address6088044350276160,"0","4","2","1",955.38983
"2282",BuildingGroup5088058401927212,BuildingGroup,775.55707,111_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240743527,"12","0",Address7188044258018367,"3","6","1","1",108
"2283",BuildingGroup5088057414648280,BuildingGroup,812.158,19_Rue Alexandre Dumas_75111,,,,,,,,,,BATIMENT0000000240748263-BATIMENT0000000240748265,"16","0",Address9688044280070536,"3","9","2","1",324.15802
"2284",BuildingGroup5088057069900524,BuildingGroup,801.77106,10_Rue Gambey_75111,,,,,,,,,,BATIMENT0000000240754519,"2","0",Address7788044401832559,"3","9","1","1",292.77106
"2285",BuildingGroup4988061661923916,BuildingGroup,5484.3364,56_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240743349,"70","0",Address7288044289415737,"16","27","1","1",4197.3364
"2286",BuildingGroup4988061613999787,BuildingGroup,1316.3738,124_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756668,"12","0",Address2788044276357057,"3","7","1","1",433.37378
"2287",BuildingGroup4988061316472954,BuildingGroup,1251.2255,16_Rue Deguerry_75111,,,,,,,,,,BATIMENT0000000240757400,"23","0",Address6188044332537431,"8","15","1","1",278.22546
"2288",BuildingGroup4988060998835918,BuildingGroup,1855.567,71_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240755866,"35","0",Address9888044325686516,"2","11","1","1",1446.567
"2289",BuildingGroup4988060849626826,BuildingGroup,325.346,28_Passage Gustave Lepeu_75111,,,,,,,,,,BATIMENT0000000240747485-BATIMENT0000000240747487,"19","0",Address6588044402555042__Address6588044402555042,"1","5","2","2",325.346
"2290",BuildingGroup4988060762959785,BuildingGroup,6138.908,190_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000253242107-BATIMENT0000000240744774-BATIMENT0000000240744775,"116","0",Address3688044307983013,"9","35","3","1",4786.908
"2291",BuildingGroup4988060744842548,BuildingGroup,1194.9684,9_Rue Jean Macé_75111,,,,,,,,,,BATIMENT0000000240744359,"22","0",Address1288044413274482,"5","11","1","1",432.96838
"2292",BuildingGroup4988060652904260,BuildingGroup,4883.743,23_Rue Servan_75111,,,,,,,,,,BATIMENT0000000240756783-BATIMENT0000000240755978-BATIMENT0000000240757368-BATIMENT0000000240757369,"35","0",Address5188044372419383,"2","9","4","1",4404.743
"2293",BuildingGroup4988060492177503,BuildingGroup,1416.6781,111_Rue de la Folie-méricourt_75111,,,,,,,,,,BATIMENT0000000240754895,"15","0",Address5588044349496396,"2","8","1","1",1146.6781
"2294",BuildingGroup4988060491170001,BuildingGroup,918.59076,26_Boulevard Jules Ferry_75111,,,,,,,,,,BATIMENT0000000240754894,"15","0",Address6588044311977086,"3","10","1","1",590.59076
"2295",BuildingGroup4988060490264166,BuildingGroup,948.2898,103_Rue de la Folie-méricourt_75111,,,,,,,,,,BATIMENT0000000000159114-BATIMENT0000000240754889,"11","0",Address4288044349240864,"4","9","2","1",362.2898
"2296",BuildingGroup4988060443727959,BuildingGroup,7215.208,16_Passage Charles Dallery_75111,138_Avenue Ledru Rollin_75111,140_Avenue Ledru Rollin_75111,,,,,,,,BATIMENT0000000240744968-BATIMENT0000000240744969-BATIMENT0000000240744967,"70","0",Address5888044391193178__Address5888044391193178__Address5788044400000794__Address4788044400042788,"6","29","3","4",4086.208
"2297",BuildingGroup4988060440261017,BuildingGroup,625.617,5_Rue Basfroi_75111,5_BIS_Rue Basfroi_75111,,,,,,,,,BATIMENT0000000240744453,"11","0",Address7588044336496118__Address3488044336521715,"0","1","1","2",625.617
"2298",BuildingGroup4988060430884370,BuildingGroup,1198.653,15_Rue Basfroi_75111,,,,,,,,,,BATIMENT0000000240744469-BATIMENT0000000240744468,"11","0",Address4888044337010207,"7","10","2","1",251.65295
"2299",BuildingGroup4988060369014219,BuildingGroup,654.1728,61_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240756528-BATIMENT0000000240756527,"12","0",Address488044325335267,"2","7","2","1",133.17279
"2300",BuildingGroup4988060217144199,BuildingGroup,23973.775,42_Avenue Philippe-auguste_75111,46_Avenue Philippe-auguste_75111,,,,,,,,,BATIMENT0000000240748464,"0","0",Address6188044356609541__Address3088044356712500,"3","11","1","2",0
"2301",BuildingGroup4988059576779249,BuildingGroup,1669.978,104_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240758934-BATIMENT0000000240758935,"21","0",Address7888044413695185,"16","23","2","1",349.97803
"2302",BuildingGroup4988059576203862,BuildingGroup,1392.7463,102_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240757885,"21","0",Address1788044413578796,"3","10","1","1",184.74634
"2303",BuildingGroup4988059511195149,BuildingGroup,606.6705,26_Impasse Saint-sébastien_75111,,,,,,,,,,BATIMENT0000000245186721,"13","0",Address6388044293805799,"7","5","1","1",117
"2304",BuildingGroup4988059426287557,BuildingGroup,1618.3193,3_Rue Rampon_75111,,,,,,,,,,BATIMENT0000000245187769,"0","0",,"0","0","1","0",1618.3193
"2305",BuildingGroup4988059263046310,BuildingGroup,9696.933,26_Rue Saint-bernard_75111,4_Rue Chanzy_75111,,,,,,,,,BATIMENT0000000240744888-BATIMENT0000000240744889,"66","0",Address788044342565653,"7","14","2","1",534.9326
"2306",BuildingGroup4988059252197220,BuildingGroup,1135.8041,10_Rue Chanzy_75111,,,,,,,,,,BATIMENT0000000240744108,"20","0",Address6788044342810916,"5","13","1","1",314.80408
"2307",BuildingGroup4988059171216485,BuildingGroup,8194.226,55_Rue de Montreuil_75111,,,,,,,,,,BATIMENT0000000253242246-BATIMENT0000000316905368-BATIMENT0000000240748868,"121","0",Address888044314564000,"16","357","3","1",1089
"2308",BuildingGroup4988059162938439,BuildingGroup,734.29376,3_Cité Souzy_75111,,,,,,,,,,BATIMENT0000000240747508-BATIMENT0000000240747513-BATIMENT0000000240747502,"8","0",Address1888044359802002,"2","7","3","1",74.29376
"2309",BuildingGroup4988059056182368,BuildingGroup,1336.0725,54_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240756188,"20","0",Address2088044266040507,"5","10","1","1",180
"2310",BuildingGroup4988058988947718,BuildingGroup,1045.041,164_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240758142,"32","0",Address7288044326752274,"8","17","1","1",180.04102
"2311",BuildingGroup4988058930253116,BuildingGroup,690.49756,3_Rue des Boulets_75111,,,,,,,,,,BATIMENT0000000240747873-BATIMENT0000000240748957,"42","0",Address7888044346092623,"10","14","2","1",378
"2312",BuildingGroup4988058856962444,BuildingGroup,2126.9167,139_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240744031,"28","0",Address9288044303471961,"5","9","1","1",687.91675
"2313",BuildingGroup4988058759136065,BuildingGroup,406.86102,23_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240741974,"0","0",Address7888044242588097,"4","1","1","1",0
"2314",BuildingGroup4988058741303370,BuildingGroup,1409.6144,15_RUE DU FAUBOURG SAINT ANTOINE_75111,17_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,BATIMENT0000000240741971,"15","0",Address6488044245142879__Address3288044246184592,"2","7","1","2",625.6144
"2315",BuildingGroup4988058600108822,BuildingGroup,3688.5242,162_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744482,"46","0",Address9388044400581593,"12","14","1","1",1198.5242
"2316",BuildingGroup4988058393744925,BuildingGroup,840.88806,39_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240744423-BATIMENT0000000240744424,"26","0",Address4888044405960677,"3","10","2","1",412.88806
"2317",BuildingGroup4988058389026072,BuildingGroup,1009.1201,172_Boulevard Voltaire_75111,4_Impasse Bon Secours_75111,,,,,,,,,BATIMENT0000000240743522,"6","0",Address388044306213056__Address3388044389045427,"3","9","1","2",345.12012
"2318",BuildingGroup4988058387309333,BuildingGroup,307.5045,20_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240743512,"16","0",Address4988044405494573,"3","6","1","1",82.504486
"2319",BuildingGroup4988058310948543,BuildingGroup,1770.393,20_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000245187106,"27","0",Address8688044264756077,"5","12","1","1",1405.393
"2320",BuildingGroup4988058297513871,BuildingGroup,1794.0143,24_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000245187112,"22","0",Address788044264812366,"4","11","1","1",888.0143
"2321",BuildingGroup4988058273538019,BuildingGroup,2945.9556,84_Rue Amelot_75111,,,,,,,,,,BATIMENT0000000245187438-BATIMENT0000000245186679-BATIMENT0000000245187439,"28","0",Address1488044285069604,"4","14","3","1",1760.9556
"2322",BuildingGroup4988058146351311,BuildingGroup,3110.1926,29_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240755685,"37","0",Address1188044398501505,"2","15","1","1",2881.1926
"2323",BuildingGroup4988058112574358,BuildingGroup,2337.3384,23_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240754495,"32","0",,"3","9","1","0",2297.3384
"2324",BuildingGroup4988057947849857,BuildingGroup,1776.9377,19_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240748710,"27","0",Address8088044410205873,"1","9","1","1",1675.9377
"2325",BuildingGroup4988057810852398,BuildingGroup,608.9655,30_Rue Bréguet_75111,,,,,,,,,,BATIMENT0000000240755663,"12","0",Address2688044341042018,"0","3","1","1",608.9655
"2326",BuildingGroup4988057648286104,BuildingGroup,2058.4026,24_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187524-BATIMENT0000000245187525,"8","0",Address2688044305788737,"6","11","2","1",837.4026
"2327",BuildingGroup4988057593895280,BuildingGroup,1071.7439,305_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240748017-BATIMENT0000000240748015,"14","0",Address2988044245479635,"4","17","2","1",220.7439
"2328",BuildingGroup4988057592773239,BuildingGroup,1081.6802,9_Rue Chevreul_75111,,,,,,,,,,BATIMENT0000000240747889,"14","0",Address6688044388745825,"1","2","1","1",538.6802
"2329",BuildingGroup4988057565308886,BuildingGroup,1255.5946,16_Cité Griset_75111,,,,,,,,,,BATIMENT0000000240757825-BATIMENT0000000240757833-BATIMENT0000000253249353,"47","0",,"0","0","3","0",1255.5946
"2330",BuildingGroup4988057561396002,BuildingGroup,1056.6605,15_Rue Moret_75111,,,,,,,,,,BATIMENT0000000240757839,"21","0",Address7888044386688119,"3","12","1","1",392.66052
"2331",BuildingGroup4988057356660550,BuildingGroup,2215.7502,107_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240749049-BATIMENT0000000240748311,"27","0",Address088044391317756,"4","11","2","1",1848.7502
"2332",BuildingGroup4988057033448171,BuildingGroup,2377.9602,69_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000240755687,"19","0",,"1","0","1","0",2377.9602
"2333",BuildingGroup4888061194508253,BuildingGroup,816.01276,13_Rue de la Forge Royale_75111,,,,,,,,,,BATIMENT0000000240744069-BATIMENT0000000240744068-BATIMENT0000002011664108,"18","0",Address7288044299757964,"2","9","3","1",481.01276
"2334",BuildingGroup4888061130971559,BuildingGroup,1376.9576,16_Rue Guillaume Bertrand_75111,,,,,,,,,,BATIMENT0000000240757275-BATIMENT0000000240757276,"18","0",Address5488044354054350,"3","10","2","1",1004.95764
"2335",BuildingGroup4888061037460901,BuildingGroup,6971.8447,1_Boulevard de Belleville_75111,,,,,,,,,,BATIMENT0000000240757912-BATIMENT0000000240757913,"52","0",Address8788044406807589,"10","27","2","1",4763.8447
"2336",BuildingGroup4888060933479711,BuildingGroup,3506.556,3_Rue des Goncourt_75111,,,,,,,,,,BATIMENT0000000240754907,"19","0",Address1988044370696086,"9","21","1","1",539.5559
"2337",BuildingGroup4888060854898185,BuildingGroup,1918.5181,30_Rue Emile Lepeu_75111,,,,,,,,,,BATIMENT0000000240749187-BATIMENT0000000240748690,"15","0",Address9688044319405904,"2","9","2","1",1866.5181
"2338",BuildingGroup4888060849245950,BuildingGroup,291.278,17_Passage Alexandrine_75111,,,,,,,,,,BATIMENT0000000240747481,"8","0",,"0","4","1","0",291.278
"2339",BuildingGroup4888060775764103,BuildingGroup,2059.6648,8_Rue Jules Vallés_75111,,,,,,,,,,BATIMENT0000000253242083-BATIMENT0000000253242078,"18","0",Address1688044347672353,"5","15","2","1",125.664795
"2340",BuildingGroup4888060537356334,BuildingGroup,4809.198,5_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000245188354-BATIMENT0000000245188355,"0","0",Address3388044277709146,"11","33","2","1",0
"2341",BuildingGroup4888060492516442,BuildingGroup,927.63477,6_Boulevard Jules Ferry_75111,,,,,,,,,,BATIMENT0000000240754897,"12","0",Address388044312143467,"4","9","1","1",222.63477
"2342",BuildingGroup4888060426264050,BuildingGroup,1547.3273,161_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240743932,"20","0",Address2888044400560093,"4","7","1","1",972.3273
"2343",BuildingGroup4888059893690452,BuildingGroup,1670.1652,99_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240756121,"20","0",Address3088044309765131,"2","11","1","1",1106.1652
"2344",BuildingGroup4888059889172830,BuildingGroup,1506.3912,9_Rue Camille Desmoulins_75111,,,,,,,,,,BATIMENT0000000240756056,"26","0",Address5188044353911963,"3","11","1","1",704.39124
"2345",BuildingGroup4888059885609072,BuildingGroup,416.755,33_Cité Industrielle_75111,,,,,,,,,,BATIMENT0000000240756026,"4","0",Address5088044317998875,"1","9","1","1",182.755
"2346",BuildingGroup4888059433726873,BuildingGroup,2111.5955,27_Rue du Grand Prieuré_75111,,,,,,,,,,BATIMENT0000000245187798,"11","0",Address7988044285987490,"6","18","1","1",1218.5955
"2347",BuildingGroup4888059413980438,BuildingGroup,1395.9296,27_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000245187363,"13","0",Address2588044308364734,"2","2","1","1",982.92957
"2348",BuildingGroup4888059339152364,BuildingGroup,5811.5776,7_Avenue de Taillebourg_75111,9_Avenue de Taillebourg_75111,,,,,,,,,BATIMENT0000000240747993-BATIMENT0000000240747988-BATIMENT0000000240747997-BATIMENT0000000240748005,"84","0",Address2088044388486477,"5","26","4","1",4546.5776
"2349",BuildingGroup4888059315708281,BuildingGroup,1038.1901,7_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748109,"21","0",Address2188044392585202,"2","10","1","1",483.19006
"2350",BuildingGroup4888058919795938,BuildingGroup,454.19754,241_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240743773,"10","0",Address1388044242694165,"4","11","1","1",90
"2351",BuildingGroup4888058836973604,BuildingGroup,2732.8523,123_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744551,"27","0",Address6188044258597859,"6","12","1","1",1813.8523
