fid,ID,type,number,suffix,nameStreet,irisCode,typ_loc,source
"7295",Address8988044389071109,Address,"8",,Impasse Bon Secours,"75111",parcel,dgfip
"7296",Address6788044388498945,Address,"9",,Avenue de Taillebourg,"75111",parcel,dgfip
"7297",Address8888044387472401,Address,"3",,Rue Auguste Barbier,"75111",entrance,ign
"7298",Address5888044386712843,Address,"16",,Rue Moret,"75111",parcel,dgfip
"7299",Address8988044384930412,Address,"37",,Rue Léon Frot,"75111",parcel,dgfip
"7300",Address6688044382934752,Address,"19",,Rue Pelée,"75111",parcel,dgfip
"7301",Address188044382855332,Address,"7",,Rue de Lappe,"75111",entrance,ign
"7302",Address7188044379864179,Address,"27",,Rue de la Folie-régnault,"75111",entrance,ign
"7303",Address4088044378212418,Address,"11",,Villa Gaudelet,"75111",parcel,dgfip
"7304",Address6388044376499232,Address,"12",,Rue Jules Verne,"75111",entrance,ign
"7305",Address6188044373692831,Address,"5",BIS,Passage Salarnier,"75111",entrance,ign
"7306",Address5988044372338101,Address,"11",,Rue Servan,"75111",parcel,dgfip
"7307",Address5188044353911963,Address,"9",,Rue Camille Desmoulins,"75111",entrance,ign
"7308",Address8788044349072163,Address,"100",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"7309",Address2788044346629032,Address,"9",,Rue des Boulets,"75111",parcel,dgfip
"7310",Address5088044346602434,Address,"8",,Rue des Boulets,"75111",entrance,ign
"7311",Address6588044346511459,Address,"47",,Rue des Boulets,"75111",parcel,dgfip
"7312",Address6388044346027865,Address,"28",,Rue des Boulets,"75111",parcel,dgfip
"7313",Address388044345780792,Address,"9",,Rue Cesselin,"75111",entrance,ign
"7314",Address7788044345767430,Address,"9",,Rue Cesselin,"75111",parcel,dgfip
"7315",Address8788044345715166,Address,"6",,Rue Cesselin,"75111",entrance,ign
"7316",Address788044342720158,Address,"46",,Rue Chanzy,"75111",entrance,ign
"7317",Address9788044342461788,Address,"37",,Rue Chanzy,"75111",entrance,ign
"7318",Address188044341385233,Address,"5",,Rue Bréguet,"75111",parcel,dgfip
"7319",Address7588044340872480,Address,"22",,Rue Bréguet,"75111",entrance,ign
"7320",Address1588044340199056,Address,"20",,Passage Saint-sébastien,"75111",parcel,dgfip
"7321",Address5388044338990612,Address,"26",,Rue Faidherbe,"75111",entrance,ign
"7322",Address5588044335045489,Address,"4",,Rue de la Main d'Or,"75111",parcel,dgfip
"7323",Address1188044332242094,Address,"21",,Cité Dupont,"75111",parcel,dgfip
"7324",Address488044330645276,Address,"19",,Rue Froment,"75111",parcel,dgfip
"7325",Address8188044330317005,Address,"3",,Rue Froment,"75111",entrance,ign
"7326",Address5988044329114907,Address,"82",,Boulevard Beaumarchais,"75111",parcel,dgfip
"7327",Address3988044327779434,Address,"3",,Rue Saint-maur,"75111",parcel,dgfip
"7328",Address2388044326739385,Address,"164",,Rue Saint-maur,"75111",parcel,dgfip
"7329",Address7788044325894050,Address,"75",,Rue Saint-maur,"75111",parcel,dgfip
"7330",Address8688044324101058,Address,"115",,Rue Saint-maur,"75111",entrance,ign
"7331",Address2888044323472208,Address,"7",,Rue Voltaire,"75111",parcel,dgfip
"7332",Address188044322846839,Address,"5",,Passage Saint-antoine,"75111",entrance,ign
"7333",Address4588044320837808,Address,"20",,Rue du Moulin Joly,"75111",entrance,ign
"7334",Address5488044317368564,Address,"16",,Rue Rochebrune,"75111",parcel,dgfip
"7335",Address9188044316985944,Address,"52",,Rue Saint-sébastien,"75111",entrance,ign
"7336",Address6688044316364463,Address,"23",,Rue Saint-sébastien,"75111",entrance,ign
"7337",Address6088044314537274,Address,"54",,Rue de Montreuil,"75111",parcel,dgfip
"7338",Address5588044311989578,Address,"26",,Boulevard Jules Ferry,"75111",parcel,dgfip
"7339",Address7888044311851223,Address,"21",BIS,Boulevard Jules Ferry,"75111",parcel,dgfip
"7340",Address9088044311839038,Address,"21",BIS,Boulevard Jules Ferry,"75111",entrance,ign
"7341",Address8788044311724690,Address,"17",,Boulevard Jules Ferry,"75111",entrance,ign
"7342",Address9788044311042143,Address,"52",A,Rue Godefroy Cavaignac,"75111",entrance,ign
"7343",Address7088044310930079,Address,"48",,Rue Godefroy Cavaignac,"75111",parcel,dgfip
"7344",Address7788044310491581,Address,"30",,Rue Godefroy Cavaignac,"75111",parcel,dgfip
"7345",Address4888044309411658,Address,"282",,Boulevard Voltaire,"75111",entrance,ign
"7346",Address2588044308364734,Address,"27",,Boulevard Voltaire,"75111",entrance,ign
"7347",Address5788044307832984,Address,"264",,Boulevard Voltaire,"75111",entrance,ign
"7348",Address1388044307546696,Address,"186",,Boulevard Voltaire,"75111",parcel,dgfip
"7349",Address1088044307413237,Address,"7",,Boulevard Voltaire,"75111",parcel,dgfip
"7350",Address8288044304891737,Address,"23",,Boulevard Voltaire,"75111",parcel,dgfip
"7351",Address2388044303750671,Address,"144",,Boulevard Voltaire,"75111",parcel,dgfip
"7352",Address1788044303459426,Address,"139",,Boulevard Voltaire,"75111",parcel,dgfip
"7353",Address3188044302162917,Address,"4",,Rue du Morvan,"75111",entrance,ign
"7354",Address8788044300330966,Address,"1",,Rue Léchevin,"75111",entrance,ign
"7355",Address7288044299757964,Address,"13",,Rue de la Forge Royale,"75111",entrance,ign
"7356",Address9288044299257502,Address,"8",,Cité Durmar,"75111",parcel,dgfip
"7357",Address6188044296841953,Address,"30",BIS,Rue Sedaine,"75111",entrance,ign
"7358",Address288044295915036,Address,"15",,Rue de l'Asile Popincourt,"75111",entrance,ign
"7359",Address9388044295682086,Address,"6",,Rue Robert et Sonia Delaunay,"75111",parcel,dgfip
"7360",Address9788044295181395,Address,"14",,Rue du Général Blaise,"75111",entrance,ign
"7361",Address688044294986550,Address,"1",,Rue du Général Blaise,"75111",entrance,ign
"7362",Address7488044293363030,Address,"31",,Rue Keller,"75111",entrance,ign
"7363",Address6788044289972581,Address,"178",,Rue de la Roquette,"75111",entrance,ign
"7364",Address7288044289917537,Address,"177",,Rue de la Roquette,"75111",parcel,dgfip
"7365",Address3388044289333964,Address,"53",BIS,Rue de la Roquette,"75111",entrance,ign
"7366",Address8088044288285994,Address,"154",,Rue de la Roquette,"75111",entrance,ign
"7367",Address7688044287719631,Address,"142",,Rue de la Roquette,"75111",entrance,ign
"7368",Address9588044286971486,Address,"129",,Rue de la Roquette,"75111",parcel,dgfip
"7369",Address1588044286903187,Address,"20",,Rue de la Roquette,"75111",parcel,dgfip
"7370",Address488044286508316,Address,"110",,Rue de la Roquette,"75111",parcel,dgfip
"7371",Address3988044286149511,Address,"8",,Rue du Grand Prieuré,"75111",entrance,ign
"7372",Address1488044285069604,Address,"84",,Rue Amelot,"75111",entrance,ign
"7373",Address2788044284464818,Address,"145",,Rue Amelot,"75111",entrance,ign
"7374",Address1688044282161978,Address,"3",,Rue Saint-ambroise,"75111",parcel,dgfip
"7375",Address988044280447592,Address,"34",,Rue Alexandre Dumas,"75111",entrance,ign
"7376",Address4888044279719775,Address,"7",,Rue Alexandre Dumas,"75111",entrance,ign
"7377",Address1988044279565100,Address,"60",,Rue Alexandre Dumas,"75111",parcel,dgfip
"7378",Address3588044278856778,Address,"86",,Avenue de la République,"75111",entrance,ign
"7379",Address2388044277330702,Address,"38",BIS,Avenue de la République,"75111",parcel,dgfip
"7380",Address6088044275752081,Address,"1",,Rue du Marché Popincourt,"75111",parcel,dgfip
"7381",Address388044272167433,Address,"21",,Boulevard Richard Lenoir,"75111",entrance,ign
"7382",Address4488044271257402,Address,"127",,Boulevard Richard Lenoir,"75111",entrance,ign
"7383",Address8388044269707382,Address,"13",,Rue Popincourt,"75111",entrance,ign
"7384",Address3388044269119001,Address,"47",,Rue Popincourt,"75111",entrance,ign
"7385",Address7788044268624271,Address,"5",,Rue Pétion,"75111",entrance,ign
"7386",Address3588044266198654,Address,"59",,Rue Oberkampf,"75111",entrance,ign
"7387",Address8988044264206934,Address,"146",,Rue Oberkampf,"75111",entrance,ign
"7388",Address6388044261520450,Address,"172",,Rue de Charonne,"75111",entrance,ign
"7389",Address6588044251778241,Address,"15",,PASSAGE SAINTE ANNE POPINCOURT,"75111",parcel,dgfip
"7390",Address1088044251747420,Address,"14",,PASSAGE SAINTE ANNE POPINCOURT,"75111",entrance,ign
"7391",Address2188044249583385,Address,"95",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"7392",Address3788044249145944,Address,"79",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"7393",Address9188044245092239,Address,"297",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"7394",Address3688044243360518,Address,"261",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"7395",Address5088044241896395,Address,"6",,IMPASSE DES 3 SOEURS,"75111",entrance,ign
"7396",Address9488044422232612,Address,"4",,Rue Titon,"75111",parcel,dgfip
"7397",Address1688044422195067,Address,"34",,Rue Titon,"75111",parcel,dgfip
"7398",Address7188044421110628,Address,"43",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"7399",Address2788044419819842,Address,"84",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"7400",Address7088044417532052,Address,"11",,Rue Guénot,"75111",parcel,dgfip
"7401",Address3888044416234543,Address,"81",,Avenue Parmentier,"75111",parcel,dgfip
"7402",Address3188044414832653,Address,"61",,Avenue Parmentier,"75111",entrance,ign
"7403",Address9588044413839798,Address,"40",,Avenue Parmentier,"75111",entrance,ign
"7404",Address9488044411196938,Address,"46",,Boulevard du Temple,"75111",parcel,dgfip
"7405",Address5688044408243687,Address,"9",,Cité Popincourt,"75111",entrance,ign
"7406",Address3888044406253222,Address,"49",,Rue Richard Lenoir,"75111",parcel,dgfip
"7407",Address5688044404340672,Address,"4",,Rue Gonnet,"75111",parcel,dgfip
"7408",Address1988044401950213,Address,"15",,Rue Gambey,"75111",parcel,dgfip
"7409",Address2988044393067286,Address,"12",,Rue Morand,"75111",parcel,dgfip
"7410",Address1788044391919824,Address,"27",,Boulevard de Charonne,"75111",entrance,ign
"7411",Address9488044391880257,Address,"25",,Boulevard de Charonne,"75111",parcel,dgfip
"7412",Address4288044389595862,Address,"7",,Rue Pache,"75111",parcel,dgfip
"7413",Address2488044389276747,Address,"16",,Rue Pache,"75111",entrance,ign
"7414",Address7388044385864816,Address,"77",,Rue Léon Frot,"75111",entrance,ign
"7415",Address4488044385461950,Address,"58",,Rue Léon Frot,"75111",entrance,ign
"7416",Address9988044383256023,Address,"15",,Rue Pelée,"75111",entrance,ign
"7417",Address2088044381888659,Address,"25",,Rue de Lappe,"75111",parcel,dgfip
"7418",Address6888044380057291,Address,"35",,Rue de la Folie-régnault,"75111",entrance,ign
"7419",Address7988044376943290,Address,"14",,Rue Pasteur,"75111",parcel,dgfip
"7420",Address4988044369524159,Address,"6",,Rue Saint-hubert,"75111",parcel,dgfip
"7421",Address3588044360665933,Address,"8",,Rue de Vaucouleurs,"75111",entrance,ign
"7422",Address7588044360076586,Address,"12",,Rue de Vaucouleurs,"75111",entrance,ign
"7423",Address588044358977561,Address,"16",,Passage Dumas,"75111",entrance,ign
"7424",Address6188044357310524,Address,"68",,Avenue Philippe-auguste,"75111",entrance,ign
"7425",Address6688044357058495,Address,"59",,Avenue Philippe-auguste,"75111",entrance,ign
"7426",Address6088044356036159,Address,"23",,Avenue Philippe-auguste,"75111",parcel,dgfip
"7427",Address3988044353886202,Address,"8",,Rue Camille Desmoulins,"75111",parcel,dgfip
"7428",Address6888044352834758,Address,"9",,Rue de Malte,"75111",parcel,dgfip
"7429",Address9188044352507537,Address,"56",,Rue de Malte,"75111",parcel,dgfip
"7430",Address8488044352088957,Address,"40",,Rue de Malte,"75111",entrance,ign
"7431",Address8588044351788750,Address,"19",,Rue de Malte,"75111",parcel,dgfip
"7432",Address3188044350921851,Address,"4",,Passage de la Folie-régnault,"75111",parcel,dgfip
"7433",Address2288044348457574,Address,"60",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"7434",Address9688044345908877,Address,"19",,Rue des Boulets,"75111",parcel,dgfip
"7435",Address8888044345636449,Address,"2",,Rue Cesselin,"75111",entrance,ign
"7436",Address2988044342977516,Address,"18",,Rue Chanzy,"75111",entrance,ign
"7437",Address5688044341554293,Address,"6",,Rue du Commandant Lamy,"75111",parcel,dgfip
"7438",Address4588044336068872,Address,"6",,Rue de Nemours,"75111",entrance,ign
"7439",Address5688044335809462,Address,"9",,Rue Merlin,"75111",parcel,dgfip
"7440",Address9688044335401300,Address,"29",,Rue Merlin,"75111",entrance,ign
"7441",Address488044334759037,Address,"17",,Rue Ternaux,"75111",entrance,ign
"7442",Address7588044333509236,Address,"9",,Passage Dudouy,"75111",entrance,ign
"7443",Address1188044333330272,Address,"11",,Passage Dudouy,"75111",parcel,dgfip
"7444",Address9088044332203600,Address,"2",,Cité Dupont,"75111",entrance,ign
"7445",Address4188044331605406,Address,"6",,Rue Pihet,"75111",entrance,ign
"7446",Address3588044331499987,Address,"3",,Rue Pihet,"75111",entrance,ign
"7447",Address7988044323811418,Address,"26",,Rue Edouard Lockroy,"75111",entrance,ign
"7448",Address8488044323396433,Address,"4",,Rue Voltaire,"75111",entrance,ign
"7449",Address6088044319046709,Address,"13",,Rue Emile Lepeu,"75111",entrance,ign
"7450",Address9488044318164002,Address,"7",,Cité Industrielle,"75111",entrance,ign
"7451",Address9888044314974333,Address,"71",,Rue de Montreuil,"75111",entrance,ign
"7452",Address8788044314862796,Address,"100",,Rue de Montreuil,"75111",parcel,dgfip
"7453",Address8988044313908084,Address,"34",,Rue de Montreuil,"75111",entrance,ign
"7454",Address8288044313123246,Address,"16",,Rue de Montreuil,"75111",parcel,dgfip
"7455",Address7388044312644173,Address,"117",,Rue de Montreuil,"75111",parcel,dgfip
"7456",Address988044309228552,Address,"90",,Boulevard Voltaire,"75111",parcel,dgfip
"7457",Address5588044308188575,Address,"78",,Boulevard Voltaire,"75111",parcel,dgfip
"7458",Address4588044307795814,Address,"74",,Boulevard Voltaire,"75111",entrance,ign
"7459",Address8888044307469301,Address,"26",,Boulevard Voltaire,"75111",entrance,ign
"7460",Address788044307061003,Address,"255",,Boulevard Voltaire,"75111",parcel,dgfip
"7461",Address9088044306076059,Address,"171",,Boulevard Voltaire,"75111",parcel,dgfip
"7462",Address5988044305512092,Address,"48",,Boulevard Voltaire,"75111",parcel,dgfip
"7463",Address4288044304966822,Address,"41",BIS,Boulevard Voltaire,"75111",parcel,dgfip
"7464",Address7288044301832069,Address,"24",,Rue de Belfort,"75111",parcel,dgfip
"7465",Address5888044300901823,Address,"8",,Cité de Phalsbourg,"75111",parcel,dgfip
"7466",Address1688044298233205,Address,"77",,Rue Sedaine,"75111",parcel,dgfip
"7467",Address8088044297812611,Address,"61",,Rue Sedaine,"75111",entrance,ign
"7468",Address5088044295129723,Address,"7",,Rue du Général Blaise,"75111",entrance,ign
"7469",Address8288044294919341,Address,"4",,Rue de Candie,"75111",entrance,ign
"7470",Address9588044293989806,Address,"10",,Passage Lhomme,"75111",parcel,dgfip
"7471",Address5088044291656074,Address,"27",,Rue Trousseau,"75111",entrance,ign
"7472",Address6688044290993921,Address,"196",,Rue de la Roquette,"75111",entrance,ign
"7473",Address2188044288546775,Address,"42",,Rue de la Roquette,"75111",entrance,ign
"7474",Address1988044288447452,Address,"159",,Rue de la Roquette,"75111",parcel,dgfip
"7475",Address1488044287323467,Address,"135",,Rue de la Roquette,"75111",entrance,ign
"7476",Address8388044285789221,Address,"18",,Rue du Grand Prieuré,"75111",parcel,dgfip
"7477",Address6488044284320882,Address,"6",,Rue Amelot,"75111",entrance,ign
"7478",Address6088044284139816,Address,"136",,Rue Amelot,"75111",parcel,dgfip
"7479",Address4288044283903088,Address,"51",,Rue Amelot,"75111",entrance,ign
"7480",Address4988044282850025,Address,"102",,Rue Amelot,"75111",entrance,ign
"7481",Address088044281281896,Address,"12",,Rue Robert-houdin,"75111",parcel,dgfip
"7482",Address5088044280859570,Address,"10",,Allée du Philosophe,"75111",parcel,dgfip
"7483",Address9588044280321410,Address,"29",,Rue Alexandre Dumas,"75111",parcel,dgfip
"7484",Address2988044278950429,Address,"9",,Avenue de la République,"75111",entrance,ign
"7485",Address3288044278290718,Address,"68",,Avenue de la République,"75111",parcel,dgfip
"7486",Address6088044273973864,Address,"108",,Boulevard Richard Lenoir,"75111",parcel,dgfip
"7487",Address5688044273906542,Address,"107",,Boulevard Richard Lenoir,"75111",parcel,dgfip
"7488",Address1388044273501076,Address,"102",,Boulevard Richard Lenoir,"75111",entrance,ign
"7489",Address5788044273486666,Address,"102",,Boulevard Richard Lenoir,"75111",parcel,dgfip
"7490",Address5788044267586252,Address,"1",,Rue Pétion,"75111",parcel,dgfip
"7491",Address7988044266590193,Address,"12",,Rue Omer Talon,"75111",parcel,dgfip
"7492",Address7588044265202747,Address,"100",,Rue Oberkampf,"75111",entrance,ign
"7493",Address4288044265142737,Address,"39",,Rue Oberkampf,"75111",entrance,ign
"7494",Address7188044262269566,Address,"20",,Rue de Charonne,"75111",parcel,dgfip
"7495",Address6488044262017795,Address,"99",,Rue de Charonne,"75111",entrance,ign
"7496",Address2288044260714437,Address,"159",,Rue de Charonne,"75111",parcel,dgfip
"7497",Address5688044259018778,Address,"13",,Rue de Charonne,"75111",entrance,ign
"7498",Address7388044257890184,Address,"106",,Rue de Charonne,"75111",entrance,ign
"7499",Address8588044257503460,Address,"3",,Rue Henri Ranvier,"75111",entrance,ign
"7500",Address288044257387300,Address,"16",,Rue Henri Ranvier,"75111",entrance,ign
"7501",Address7688044256245226,Address,"5",,RUE DE LA VACQUERIE,"75111",entrance,ign
"7502",Address1388044255656985,Address,"6",,RUE DES IMMEUBLES INDUSTRIELS,"75111",entrance,ign
"7503",Address5188044248838043,Address,"211",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"7504",Address2288044248700891,Address,"67",,RUE DU FAUBOURG SAINT ANTOINE,"75111",entrance,ign
"7505",Address2588044242658849,Address,"239",,RUE DU FAUBOURG SAINT ANTOINE,"75111",parcel,dgfip
"7506",Address3788044421390434,Address,"9",,Passage Saint-pierre-amelot,"75111",parcel,dgfip
"7507",Address7888044418809827,Address,"51",,Rue Jean-pierre Timbaud,"75111",parcel,dgfip
"7508",Address1788044418264028,Address,"1",,Impasse Lamier,"75111",entrance,ign
"7509",Address6088044412691989,Address,"70",,Rue du Faubourg du Temple,"75111",parcel,dgfip
"7510",Address7788044410959256,Address,"30",,Boulevard du Temple,"75111",parcel,dgfip
"7511",Address7888044410002023,Address,"10",,Rue Neuve des Boulets,"75111",entrance,ign
"7512",Address6988044406731255,Address,"6",,Rue Plichon,"75111",entrance,ign
"7513",Address5988044405336563,Address,"17",,Rue Richard Lenoir,"75111",entrance,ign
"7514",Address7088044405283379,Address,"15",,Rue Richard Lenoir,"75111",parcel,dgfip
"7515",Address1488044404146280,Address,"8",,Rue Gonnet,"75111",entrance,ign
"7516",Address2888044403563252,Address,"1",,Impasse Delaunay,"75111",entrance,ign
"7517",Address3888044401588334,Address,"3",,Rue Charles Delescluze,"75111",entrance,ign
"7518",Address6688044398475683,Address,"28",,Rue du Chemin Vert,"75111",entrance,ign
"7519",Address9288044398347543,Address,"22",,Rue du Chemin Vert,"75111",entrance,ign
"7520",Address288044395707597,Address,"59",,Rue du Chemin Vert,"75111",entrance,ign
"7521",Address6488044392796537,Address,"7",BIS,Boulevard de Charonne,"75111",parcel,dgfip
"7522",Address7088044392059266,Address,"33",,Boulevard de Charonne,"75111",parcel,dgfip
"7523",Address2988044391569349,Address,"13",,Boulevard de Charonne,"75111",parcel,dgfip
"7524",Address9688044390580423,Address,"3",,Impasse de la Baleine,"75111",entrance,ign
"7525",Address2788044390480664,Address,"5",,Rue des Taillandiers,"75111",parcel,dgfip
"7526",Address5488044390022868,Address,"16",,Rue des Taillandiers,"75111",parcel,dgfip
"7527",Address4988044389340434,Address,"18",,Rue Pache,"75111",parcel,dgfip
"7528",Address7288044389122071,Address,"10",,Rue Pache,"75111",parcel,dgfip
"7529",Address8488044388679982,Address,"6",,Rue Chevreul,"75111",parcel,dgfip
"7530",Address6088044387381831,Address,"10",,Rue Auguste Barbier,"75111",parcel,dgfip
"7531",Address4988044386625891,Address,"13",,Rue Moret,"75111",parcel,dgfip
"7532",Address188044384688241,Address,"28",,Rue Léon Frot,"75111",entrance,ign
"7533",Address6388044384119030,Address,"11",,Rue Léon Frot,"75111",parcel,dgfip
"7534",Address1288044383976019,Address,"8",,Place Léon Blum,"75111",entrance,ign
"7535",Address9388044382115406,Address,"3",,Rue de Lappe,"75111",parcel,dgfip
"7536",Address9088044381243493,Address,"1",,Rue de la Folie-régnault,"75111",parcel,dgfip
"7537",Address2788044381075798,Address,"74",,Rue de la Folie-régnault,"75111",entrance,ign
"7538",Address688044377069230,Address,"19",,Rue Pasteur,"75111",entrance,ign
"7539",Address3188044373927712,Address,"79",,Rue de la Fontaine au Roi,"75111",entrance,ign
"7540",Address2588044373039557,Address,"10",,Rue des Bluets,"75111",entrance,ign
"7541",Address5888044371074799,Address,"8",,Rue de la Présentation,"75111",entrance,ign
"7542",Address188044360304203,Address,"22",,Rue de Vaucouleurs,"75111",entrance,ign
"7543",Address9188044357804063,Address,"19",,Rue Mercoeur,"75111",entrance,ign
"7544",Address8288044354570241,Address,"112",,Avenue Philippe-auguste,"75111",parcel,dgfip
"7545",Address2388044352978511,Address,"15",,Passage Courtois,"75111",entrance,ign
"7546",Address188044352468395,Address,"53",,Rue de Malte,"75111",parcel,dgfip
"7547",Address4788044351028913,Address,"4",,Rue du Général Renault,"75111",entrance,ign
"7548",Address3888044349804004,Address,"21",,Rue de la Folie-méricourt,"75111",parcel,dgfip
"7549",Address4088044348180366,Address,"45",,Rue de la Folie-méricourt,"75111",entrance,ign
"7550",Address3888044347488631,Address,"3",,Rue Jules Vallés,"75111",entrance,ign
"7551",Address4888044345806428,Address,"15",,Rue des Boulets,"75111",parcel,dgfip
"7552",Address488044345085348,Address,"5",,Passage Turquetil,"75111",entrance,ign
"7553",Address688044344737686,Address,"4",,Rue Rampon,"75111",entrance,ign
"7554",Address8388044343140360,Address,"22",,Rue Chanzy,"75111",entrance,ign
"7555",Address7288044342939689,Address,"17",,Rue Chanzy,"75111",parcel,dgfip
"7556",Address5388044338931217,Address,"23",,Rue Faidherbe,"75111",entrance,ign
"7557",Address7188044337369812,Address,"29",,Rue Basfroi,"75111",parcel,dgfip
"7558",Address8288044336345908,Address,"45",,Rue Basfroi,"75111",parcel,dgfip
"7559",Address6688044333967498,Address,"11",,Passage Thièré,"75111",entrance,ign
"7560",Address1688044333467042,Address,"6",,Passage Dudouy,"75111",entrance,ign
"7561",Address6388044331224467,Address,"18",,Rue Louis Bonnet,"75111",parcel,dgfip
"7562",Address3688044329472849,Address,"7",,Impasse Charles Petit,"75111",parcel,dgfip
"7563",Address5488044329455185,Address,"7",,Impasse Charles Petit,"75111",entrance,ign
"7564",Address2188044326610054,Address,"161",,Rue Saint-maur,"75111",entrance,ign
"7565",Address4488044325997324,Address,"77",,Rue Saint-maur,"75111",parcel,dgfip
"7566",Address188044323902557,Address,"11",,Rue Saint-maur,"75111",entrance,ign
"7567",Address4188044323227871,Address,"21",TER,Rue Voltaire,"75111",parcel,dgfip
"7568",Address7288044322631287,Address,"27",,Boulevard de Ménilmontant,"75111",parcel,dgfip
"7569",Address4588044322239242,Address,"125",,Boulevard de Ménilmontant,"75111",entrance,ign
"7570",Address3688044321048613,Address,"10",,Cité Griset,"75111",entrance,ign
"7571",Address2988044320656403,Address,"11",BIS,Rue du Moulin Joly,"75111",entrance,ign
"7572",Address4588044314681131,Address,"61",,Rue de Montreuil,"75111",entrance,ign
"7573",Address9588044314036532,Address,"37",BIS,Rue de Montreuil,"75111",parcel,dgfip
"7574",Address9288044311789247,Address,"2",,Boulevard Jules Ferry,"75111",entrance,ign
"7575",Address7288044311189765,Address,"25",P,Rue Godefroy Cavaignac,"75111",entrance,ign
"7576",Address1988044310439335,Address,"29",,Rue Godefroy Cavaignac,"75111",entrance,ign
"7577",Address6788044309992328,Address,"15",,Rue Godefroy Cavaignac,"75111",entrance,ign
"7578",Address9988044309124744,Address,"9",,Boulevard Voltaire,"75111",parcel,dgfip
"7579",Address2488044309035747,Address,"89",,Boulevard Voltaire,"75111",entrance,ign
"7580",Address8688044309009362,Address,"278",,Boulevard Voltaire,"75111",parcel,dgfip
"7581",Address1588044307970610,Address,"190",,Boulevard Voltaire,"75111",parcel,dgfip
"7582",Address2088044307534347,Address,"186",,Boulevard Voltaire,"75111",entrance,ign
"7583",Address3688044305411192,Address,"162",,Boulevard Voltaire,"75111",entrance,ign
"7584",Address9388044304426137,Address,"15",,Boulevard Voltaire,"75111",entrance,ign
"7585",Address7188044304375461,Address,"37",,Boulevard Voltaire,"75111",entrance,ign
"7586",Address3088044304206793,Address,"223",,Boulevard Voltaire,"75111",parcel,dgfip
"7587",Address3788044303998480,Address,"32",,Boulevard Voltaire,"75111",entrance,ign
"7588",Address9788044300031158,Address,"25",,Rue de la Forge Royale,"75111",parcel,dgfip
"7589",Address288044298610493,Address,"91",,Rue Sedaine,"75111",parcel,dgfip
"7590",Address1888044296976692,Address,"35",BIS,Rue Sedaine,"75111",entrance,ign
"7591",Address4188044296450155,Address,"6",,Rue du Dahomey,"75111",parcel,dgfip
"7592",Address5888044295116754,Address,"7",,Rue du Général Blaise,"75111",parcel,dgfip
"7593",Address7988044295077481,Address,"5",,Rue du Général Blaise,"75111",entrance,ign
"7594",Address3988044293402754,Address,"32",,Rue Keller,"75111",entrance,ign
"7595",Address9588044292801052,Address,"13",,Rue Keller,"75111",parcel,dgfip
"7596",Address8188044290941868,Address,"96",,Rue de la Roquette,"75111",entrance,ign
"7597",Address1788044290000227,Address,"76",,Rue de la Roquette,"75111",parcel,dgfip
"7598",Address8088044288928291,Address,"47",,Rue de la Roquette,"75111",parcel,dgfip
"7599",Address5388044284926967,Address,"77",,Rue Amelot,"75111",entrance,ign
"7600",Address6888044284859431,Address,"159",,Rue Amelot,"75111",parcel,dgfip
"7601",Address5388044284048082,Address,"133",,Rue Amelot,"75111",parcel,dgfip
"7602",Address7888044283324087,Address,"114",,Rue Amelot,"75111",entrance,ign
"7603",Address9088044283283047,Address,"113",,Rue Amelot,"75111",entrance,ign
"7604",Address888044283189525,Address,"36",,Rue Amelot,"75111",parcel,dgfip
"7605",Address8288044282431499,Address,"8",,Rue Saint-ambroise,"75111",parcel,dgfip
"7606",Address4488044282149021,Address,"3",,Rue Saint-ambroise,"75111",entrance,ign
"7607",Address3188044280694790,Address,"46",,Rue Alexandre Dumas,"75111",entrance,ign
"7608",Address9388044272771017,Address,"37",,Boulevard Richard Lenoir,"75111",entrance,ign
"7609",Address1888044269878558,Address,"18",,Rue Popincourt,"75111",parcel,dgfip
"7610",Address6088044268934284,Address,"40",,Rue Popincourt,"75111",entrance,ign
"7611",Address6588044268863903,Address,"38",,Rue Popincourt,"75111",entrance,ign
"7612",Address7088044267352312,Address,"22",,Rue Alphonse Baudin,"75111",parcel,dgfip
"7613",Address8888044267120305,Address,"8",,Rue Victor Gelez,"75111",parcel,dgfip
"7614",Address9388044263303769,Address,"13",,Rue Oberkampf,"75111",parcel,dgfip
"7615",Address9588044263131782,Address,"75",,Rue Oberkampf,"75111",parcel,dgfip
"7616",Address7088044261947194,Address,"98",BIS,Rue de Charonne,"75111",entrance,ign
"7617",Address8888044260547238,Address,"75",BIS,Rue de Charonne,"75111",parcel,dgfip
"7618",Address7488044258004282,Address,"26",,Rue de Charonne,"75111",parcel,dgfip
"7619",Address288044257743996,Address,"10",,Rue de Charonne,"75111",parcel,dgfip
