batiment_groupe_id,s_geom_groupe
24322000AL0159_fc58c1cf54fc6bb,86
24322000AL0160_16ea3a916859a65,84
24322000AL0163_539e6ddfa774c18,53
24322000AL0164_c3b81d4fd955411,16
24322000AL0166_f858edd3314ba46,70
24322000AL0167_068d124b0563fe2,28
24322000AL0170_77bdadeace6848a,151
24322000AL0173_4869ce43e8b85d7,56
24322000AL0175_25e2d030f1319cb,107
24322000AL0176_ac7aa46840e7130,87
24322000AL0178_27a4d720f30a6df,75
24322000AL0179_9aeefc79f81baa5,53
24322000AL0180_2cd20ab8f4c83d4,77
24322000AL0181_3205e7f034952e3,106
24322000AL0182_795735825cd099d,35
24322000AL0183_6c33dd58af3f985,66
24322000AL0184_2127a78e5d9ea1b,87
24322000AL0185_3650b98dcad09d2,85
24322000AL0186_6677671672e1736,70
24322000AL0187_b9ff97f722e9961,74
24322000AL0188_a8733e2b7876e9a,58
24322000AL0189_fcc374f53956e51,22
24322000AL0190_ad9f211d76aac8e,59
24322000AL0191_58460eabd16b032,113
24322000AL0192_fc4f66b19d4d8f5,176
24322000AL0195_3b16a1603d6a1a9,69
24322000AL0196_2d9a69b70866ab5,93
24322000AL0197_c60d1111eedfae7,99
24322000AL0198_627f14c6a202e44,96
24322000AL0199_2c6660964c0c38a,56
24322000AL0200_7a2b8fe4a4d320c,119
24322000AL0201_d21c746fba43dd7,99
24322000AL0202_eb3ed8381e5b66e,110
24322000AL0203_70b77ef8f41b47b,109
24322000AL0206_fa1b6239dc9d8c2,90
24322000AL0207_45486f8011b0884,91
24322000AL0208_8cdb87003807cf7,33
24322000AL0209_353b283220d002b,22
24322000AL0210_7c1ca52156d7b0b,92
24322000AL0211_40492ba3e2e3166,87
24322000AL0212_cb2db7bbb675646,18
24322000AL0213_6dcbf9af1acd97b,90
24322000AL0214_150095b8c6988af,93
24322000AL0215_6def8f51e7e895f,95
24322000AL0216_bb116dce1247b9f,104
24322000AL0217_c8ce3c18b63d71a,100
24322000AL0220_2a19dc11bb851ad,53
24322000AL0226_7c7b473ec5af43b,72
24322000AL0230_487ff1c667a745f,104
24322000AL0231_ea502e71ff7047b,96
24322000AL0235_7f8666ca148823b,101
24322000AL0239_5536e04539c0f14,70
24322000AL0240_a2818ffee10e0a0,320
24322000AL0246_c72e4035e2b4a51,72
24322000AL0247_79b0b45d946ac66,41
24322000AL0249_f01773b58268e9c,89
24322000AL0250_aa949315a9497c9,83
24322000AL0251_8cd3cd7f5d2f642,99
24322000AL0252_81ab92540f562e9,109
24322000AL0253_b698f0763d0c07e,132
24322000AL0255_9e3759ea3cabe56,97
24322000AL0256_f9c4eb309aa4666,52
24322000AL0259_01e190638bc21d9,83
24322000AL0260_5be74fa9c61bb33,89
24322000AL0261_655c6149306ae4e,128
24322000AL0262_d310c5a97550c0e,87
24322000AL0263_a9ed4af80237300,16
24322000AL0264_5372fb8ef7a838c,54
24322000AL0264_63940a554da0824,15
24322000AL0265_6fb75f16512b5e3,101
24322000AL0266_bfd7fafbe71dd9a,67
24322000AL0271_1f99c0307ecf18e,67
24322000AL0279_d128c5dae6e0e90,120
24322000AL0281_02d1021821b5046,104
24322000AL0294_60006b9afa842a8,84
24322000AL0295_1b8ed2e9a6f7bf3,633
24322000AL0296_6a7d6f44d3ef2cc,70
24322000AL0297_95e0ea9d7910727,22
24322000AL0300_c917d8cbc696da5,12
24322000AL0301_8c57c8a605af534,15
24322000AL0302_831de1a2fe50f5d,
24322000AL0303_203dbd7d3cfbe52,20
24322000AL0307_bf74c7ce65b94a4,102
24322000AL0311_0274fbf6f891a21,152
24322000AL0314_35d9d1da50da385,99
24322000AL0315_293f44ee8be1fd8,66
24322000AL0316_06ad41050b9d9b7,137
24322000AL0317_89fb318b9db6cbf,216
24322000AL0320_a2a752f47160bc5,103
24322000AL0321_9d1de80fa933dce,
24322000AL0322_ef560d61075e4f7,17
24322000AL0323_fbd8cbe9a4b7920,16
24322000AL0324_c4f6480b1edece9,16
24322000AL0325_b5d8deaa8d02424,111
24322000AL0329_723c62176ecccb8,30
24322000AL0330_6ae3fc402ab9341,117
24322000AL0332_bd840efb07cb122,84
24322000AL0333_00436c5c9a8ef93,80
24322000AL0337_c738ecce5d1e155,81
24322000AL0340_9f02c3753eabaea,58
24322000AL0342_994989e9917c07b,24
24322000AL0344_195cc16f5d44805,37
24322000AL0349_d477bb6ebdfa7ce,100
24322000AL0351_d80fca86d23c2f8,58
24322000AL0353_6779df6763f9ecc,93
24322000AL0355_e237bb856ace03b,118
24322000AL0357_59bd5d3e27d2b07,45
24322000AM0001_e8c93fff5515ca2,68
24322000AM0004_e79bba71492d900,65
24322000AM0005_30ef6ff5f1bc73d,80
24322000AM0006_79927c790f62b81,29
24322000AM0007_ba2703c773f797d,57
24322000AM0008_b621217b7bfcb53,52
24322000AM0009_595bf36d1ff5a12,60
24322000AM0010_43d6a1725173577,60
24322000AM0012_f177db9385d187a,73
24322000AM0013_dcdb1a60628361f,70
24322000AM0014_2c1a9a1b5ed73ae,81
24322000AM0015_2da3631ff864ae6,64
24322000AM0016_a70482d5d63df6a,137
24322000AM0017_33e517a012e5aad,138
24322000AM0018_ed8bd23529d2e26,50
24322000AM0019_a0f7d27167d0b5c,62
24322000AM0020_82f61cfaeed377a,63
24322000AM0021_72520e66046cb87,56
24322000AM0022_2ae8ff9bc8e8bd8,91
24322000AM0023_8b601d0d4e2f282,63
24322000AM0024_a9bfd7d0363275a,63
24322000AM0025_176b1ecd1c5c81d,76
24322000AM0026_190b13bbc11a23a,57
24322000AM0028_b586e23b927f1cf,257
24322000AM0029_21234ef0a9dc896,75
24322000AM0031_3a4fd2417e8af85,103
24322000AM0032_7211cfd0c15a8f0,80
24322000AM0033_bc0a6a69f7ab851,82
24322000AM0034_32f82c52ecbeeb5,101
24322000AM0035_cfd315c499da4f9,124
24322000AM0036_71650540cb944e8,50
24322000AM0037_a535b0471d01be0,92
24322000AM0038_4d12eda51694177,95
24322000AM0040_ff1451ad45cde60,72
24322000AM0041_bbbf040d69fc291,143
24322000AM0042_c73fd02390de954,56
24322000AM0043_e64c859830a89fb,151
24322000AM0046_3e8d5162d784563,69
24322000AM0047_a64bbdffe461b40,72
24322000AM0048_1dbde36906360a3,76
24322000AM0049_645039407957a4f,78
24322000AM0050_a1b7d70b80ce6aa,103
24322000AM0051_7cca7f282ccf1db,100
24322000AM0052_782e980f559640c,122
24322000AM0053_36ca4e797c40f97,67
24322000AM0054_8f049d6f065e208,69
24322000AM0055_36d588cd621c6e0,84
24322000AM0056_275611ff0c3269f,83
24322000AM0057_eb73fdaac036a7c,122
24322000AM0062_4d57be83f085235,70
24322000AM0063_0583a3b2c6040ee,24
24322000AM0064_87c506f25c7d61d,80
24322000AM0065_3156697a5d4f7ed,21
24322000AM0066_b4e0648cd8c04d0,122
24322000AM0067_d66b6676f0725cd,17
24322000AM0068_235b4d96f1502ea,77
24322000AM0069_8371d93b45161d5,62
24322000AM0070_9aa8138a1d2f0ed,55
24322000AM0071_38840a63b1b794c,72
24322000AM0072_30a06390ad6c5ff,43
24322000AM0073_0427dac1dbcd2f2,75
24322000AM0074_06dbd15d8a44c19,72
24322000AM0077_da48581cfe848bc,81
24322000AM0079_a2c3ce199156c28,63
24322000AM0080_5f5d013d5c8eaf3,67
24322000AM0081_c289ba9a9eb7261,66
24322000AM0083_28ee5138003d959,28
24322000AM0084_8cf82e68f5a3faa,60
24322000AM0085_d94629418be138d,63
24322000AM0086_bdb546b5ca8bd92,16
24322000AM0087_0bad9d596af2eec,81
24322000AM0088_a9547dca5f76047,54
24322000AM0089_f50c623256118a6,133
24322000AM0090_57fee9187e2e1ba,59
24322000AM0091_f57a38f69c0206d,55
24322000AM0092_7d08d030a6b1a11,105
24322000AM0093_510d0a93af2a24d,53
24322000AM0094_3be8324c9eb85ab,102
24322000AM0095_3532458a71b6b67,104
24322000AM0096_a71471c9640498a,130
24322000AM0097_67e44d4a23c8190,96
24322000AM0098_8123ff73a971e34,63
24322000AM0099_0573dd1d98918f0,56
24322000AM0100_e5449401ef73ed5,60
24322000AM0101_c84e666ec127d4b,61
24322000AM0102_8dcef5ef7f96b4e,85
24322000AM0103_82ecb04e3698b25,55
24322000AM0104_06977e22aaa2ba2,56
24322000AM0105_e68c56434ea823e,54
24322000AM0106_7aac21a6aef5f63,82
24322000AM0107_1ef5373c9c30c13,83
24322000AM0108_e35e89d542458c0,86
24322000AM0109_1d974da0d7a4b08,117
24322000AM0112_7ad5e88d5811520,79
24322000AM0113_ea956942340b485,79
24322000AM0114_43326abef586d2e,72
24322000AM0115_d09361272f3953b,57
24322000AM0116_7e8ffa7818fd6fa,68
24322000AM0117_3b1dbfa151e2350,64
24322000AM0118_2bf640d5076a9fa,50
24322000AM0119_d286724e3011964,71
24322000AM0120_83c7eb5c00fffa9,51
24322000AM0121_145fc3052e5173d,72
24322000AM0122_3e3b497df2f73af,99
24322000AM0123_7dfee2c9e65b051,82
24322000AM0124_c52546b4e165c2b,91
24322000AM0125_c4104bcb78f67c0,138
24322000AM0126_803bd1f92387b70,34
24322000AM0127_473e2a5f2a6a4d2,86
24322000AM0127_620212b326843b7,104
24322000AM0130_ba59d3f88728453,141
24322000AM0135_9ca0a7c61311c04,299
24322000AM0136_6b70822d4acc974,149
24322000AM0137_fd6579168c31bbb,350
24322000AM0139_5b5f1722ca3950a,10
24322000AM0140_31a4da8975fe400,119
24322000AM0141_758251e9d17d74e,93
24322000AM0142_400a3494a7964b2,81
24322000AM0143_1355fb82ba16577,74
24322000AM0144_4497d9858912060,151
24322000AM0145_09e98be48a33f1f,62
24322000AM0146_240c541ea84a244,73
24322000AM0147_39278ca7aa392da,90
24322000AM0148_0f9db039f0d1be0,76
24322000AM0149_9b6d838fa73833e,26
24322000AM0150_d88383ec2e6f06f,134
24322000AM0151_a364722c21ee00a,48
24322000AM0153_ef2f163e7b5519f,96
24322000AM0154_543defc0fa56bdc,58
24322000AM0155_903eb6640910e4a,64
24322000AM0156_54395622829186f,61
24322000AM0157_1ac8e1a0d8cb533,61
24322000AM0158_041fd239510d385,57
24322000AM0159_48ecf6ea0307d23,61
24322000AM0160_7b6d7bccb27e927,94
24322000AM0161_5fa90e841d51b6e,31
24322000AM0162_db1dd6860ef1bea,41
24322000AM0163_be9252883f5767f,85
24322000AM0164_52fd0546a065bbd,113
24322000AM0165_d448c2754d8b795,53
24322000AM0166_2eb338995cb85c0,55
24322000AM0167_1c3380f0de80401,54
24322000AM0168_0b8e9ac1509aa7c,52
24322000AM0169_716642ccef4ed54,20
24322000AM0170_09e4fb9e97ccc47,833
24322000AM0171_5552949b14d2818,83
24322000AM0172_cbee3014e060627,73
24322000AM0173_c6c3ca8278a49cd,55
24322000AM0174_4277163071a9e28,56
24322000AM0175_495a824c430d4ec,63
24322000AM0176_a1e86cd8e70176e,56
24322000AM0177_d471f6c62560f20,55
24322000AM0178_3f6a4498fbfbadf,58
24322000AM0181_610097c12ad15af,34
24322000AM0182_7aa8468404da220,94
24322000AM0183_e7c9c55c664748f,61
24322000AM0184_88f9ca2fcaf3543,66
24322000AM0185_ce3b38d228ca86a,68
24322000AM0186_692edf6655aa77b,42
24322000AM0187_25cf08059d15160,63
24322000AM0188_8e01ac40308c1e6,82
24322000AM0189_9215799ac88ab97,66
24322000AM0190_e6e7131e4f412f2,95
24322000AM0191_97b736420b7873f,108
24322000AM0192_a74c4e8b9311ba5,63
24322000AM0193_099fcd570dbdf9b,64
24322000AM0195_932d68cb7cb956f,130
24322000AM0199_ab5578bb6d2df08,56
24322000AM0200_fe3c4308b936fdc,64
24322000AM0201_5834d953a69e617,28
24322000AM0211_6be8b33eb597465,126
24322000AM0214_27f72a72cfe8f57,59
24322000AM0215_9065b26992df9aa,42
24322000AM0219_83a18125622168a,93
24322000AM0220_c0eb8399b7e86f8,36
24322000AM0221_04bdb04a25dbe18,69
24322000AM0222_1fd2704a23c77f8,64
24322000AM0223_45a87ddd4d8911e,103
24322000AM0224_8c66a15b4ed3313,98
24322000AM0225_18b2cc6d1a6cd3c,62
24322000AM0226_c07f1471d3614c9,61
24322000AM0227_cf7d91f85ff937e,56
24322000AM0228_9b1ae67d3220072,94
24322000AM0229_4ac66861944f83f,89
24322000AM0230_a0cfb15b7d1e582,112
24322000AM0231_682e08183daeb74,120
24322000AM0232_bc920db0bf3d9c8,77
24322000AM0232_e084f65e5d8a9ff,112
24322000AM0233_8132fcf5ea75e8d,103
24322000AM0234_1059b60321afc41,76
24322000AM0235_05e647a3ae380f9,127
24322000AM0237_0d902792e295747,64
24322000AM0238_aeb0cd50c90de45,68
24322000AM0239_26f58c3c2f08dff,66
24322000AM0240_456e30fe716f2e7,89
24322000AM0241_f4ec3c3e611da2f,59
24322000AM0242_8fafec5b1e977c8,54
24322000AM0243_4f349f405194891,63
24322000AM0244_1f9daaaf3c54a69,108
24322000AM0245_7e21f4d08c96ebd,67
24322000AM0246_197f81e2689fd81,61
24322000AM0247_1fe5efebca858fb,15
24322000AM0248_941723eefcc8614,76
24322000AM0249_5023d0c71d96f20,107
24322000AM0250_a65c7eca6bc00e5,75
24322000AM0251_71c0ce58770d74e,172
24322000AM0253_f090262fc2b1bce,61
24322000AM0254_7a02649cb9626cd,142
24322000AM0255_416e5752ef94a35,89
24322000AM0256_44db1437dedc81d,92
24322000AM0257_6e0358464cf437e,88
24322000AM0258_10d184f603b1e9d,63
24322000AM0258_6766b088eadbb71,98
24322000AM0259_3077beb1c35ae7f,95
24322000AM0260_1403570d316c400,56
24322000AM0261_1f9cfba2a0a9228,59
24322000AM0262_c9033802b243a3a,59
24322000AM0265_761e9fa24a0f201,57
24322000AM0268_ebea010961d7456,111
24322000AM0269_af5ad95aced620d,183
24322000AM0270_1236e256f49a636,70
24322000AM0271_817d0dbd1723436,107
24322000AM0272_1a1e9aa61ff7717,11
24322000AM0273_186cd54d41aa8f7,71
24322000AM0274_b44de7b96baa835,156
24322000AM0275_f3e511b3e4f7e8f,89
24322000AM0278_e63a372ac58b4ed,389
24322000AM0279_37b7d65562fe5e8,85
24322000AM0282_bf3b418164d3380,64
24322000AM0283_d906f744ce7dbc2,66
24322000AM0284_04548fcd550b321,90
24322000AM0284_d8f723456f93571,69
24322000AM0285_91dd264061a3b20,83
24322000AM0286_bcb35c2fc5a84c8,158
24322000AM0287_ef1dbb6ffc03413,101
24322000AM0288_98f97bce6bdf092,117
24322000AM0289_a9ceee7546bcb0a,72
24322000AM0290_c4da7be9f220515,79
24322000AM0291_1f1c294600aae62,99
24322000AM0292_519905c7c266d0b,79
24322000AM0293_6bf3f44716e7365,105
24322000AM0294_a57e5a4041b9e9d,184
24322000AM0295_632400c05929ffc,156
24322000AM0296_bdd1e59fad11dcd,82
24322000AM0297_14c34baaba70ed5,86
24322000AM0298_b5e9496ca34f1fe,91
24322000AM0299_f147bbbb6112d3e,124
24322000AM0300_d2202ee74c9f1bf,150
24322000AM0301_129132afade6bc0,117
24322000AM0302_7d99ef8c63617a5,163
24322000AM0303_4b578b4d4922368,131
24322000AM0304_66d5333946a30f6,67
24322000AM0305_301e68f1bec492c,99
24322000AM0306_6da9e330f1a97d6,112
24322000AM0307_d2084757008a68d,119
24322000AM0308_9942a33fab289fe,109
24322000AM0309_41b857fdec877f0,72
24322000AM0311_f510b552cbd66d6,211
24322000AM0312_4a48e440535f9d6,57
24322000AM0313_c4eb8ea42c3f125,54
24322000AM0315_504d5020f9d3891,54
24322000AM0316_d382ba786977aa3,92
24322000AM0317_e625596088c4914,68
24322000AM0318_4de6eb11ad36a65,64
24322000AM0319_96f5c292c52a24b,76
24322000AM0320_aa05350548558e5,52
24322000AM0321_7f4ed32b7625d25,83
24322000AM0322_65a3e15e7f6d5a2,75
24322000AM0323_368f564d7602ef9,68
24322000AM0324_3108e56a66452f0,64
24322000AM0325_dc8b1bc927778bf,60
24322000AM0326_c4262e6d26ec129,75
24322000AM0327_547c7bc18f3cf9e,104
24322000AM0328_9f91b6e58aa5722,80
24322000AM0329_d53199a6b996f35,72
24322000AM0330_67696d7d00b9c67,47
24322000AM0331_2fe79d8503c162a,19
24322000AM0332_406da842cb5e9dd,63
24322000AM0333_26e1f0da06af59e,71
24322000AM0334_45e69eb76e1a9f0,61
24322000AM0335_40577a3e9e9cce0,120
24322000AM0336_458784e0c79e174,25
24322000AM0337_6e241c86d4fea09,57
24322000AM0338_4dbc3642b064517,86
24322000AM0339_7ba8111fb06b890,85
24322000AM0340_9e2227fd59c8677,89
24322000AM0341_f95eb0628754964,67
24322000AM0342_b4f2779b2d79d4d,62
24322000AM0343_62908ad6d1c35fd,64
24322000AM0344_ed0356b44a503b0,20
24322000AM0347_ab07ed90001a73b,234
24322000AM0348_3fb16587208696c,9
24322000AM0349_7b5a09bfb01661b,101
24322000AM0351_11110c6e046e3bf,414
24322000AM0352_7c831d26aff1129,79
24322000AM0353_da8f5bf31dadc70,105
24322000AM0354_7f24b02c4159d31,58
24322000AM0355_250169d5369176a,75
24322000AM0356_76f9c0b3e31233d,74
24322000AM0357_5eb4a3009ced004,118
24322000AM0358_34ba9c5546d0cb3,113
24322000AM0360_583ab9b848c9892,120
24322000AM0361_4d8fc51b2b46041,104
24322000AM0362_c9e96bed3f74e15,63
24322000AM0363_5b395023a4888c9,155
24322000AM0364_7ea053b475019c0,98
24322000AM0368_c0f0fae9deb4102,16
24322000AM0370_cea603824e5beed,114
24322000AM0371_9975c3fad2cc859,137
24322000AM0372_a91aa2bc24a240d,100
24322000AM0373_b2dc5caf476d121,90
24322000AM0374_64b2b1e100d647e,261
24322000AM0375_f0660504c2ce7d8,99
24322000AM0376_a5a985275fff472,76
24322000AM0377_1b43a6af390ec69,208
24322000AM0379_629467c9e4d0884,52
24322000AM0380_919e54e57abe32f,72
24322000AM0381_e868f17f55bb17b,70
24322000AM0382_3b48b971ec58a2a,68
24322000AM0383_449a4c0926dabb3,40
24322000AM0388_ba6228a12dd5036,60
24322000AM0389_8ef4b3c3c5bc77e,95
24322000AM0393_35d08eef4e36987,122
24322000AM0394_6b65db0c1fec1f3,117
24322000AM0395_0080f619c4e5c67,108
24322000AM0396_f3a0322b0591b71,133
24322000AM0397_2eff302ca7d70e5,90
24322000AM0398_245248fc6f469ed,147
24322000AM0399_0cbb786fa2a8a5d,127
24322000AM0400_c04c35c977b4091,67
24322000AM0401_958fa0cb1e177e5,43
24322000AM0402_36cf04651b1c38f,111
24322000AM0403_6d9490912f41ad2,85
24322000AM0404_b66b716c29e0268,106
24322000AM0405_81318c50fcf5823,95
24322000AM0407_db476afd5aff110,79
24322000AM0408_cb372364b9e70bc,84
24322000AM0409_77b2c352b80886e,126
24322000AM0410_d26de07c8cdb032,376
24322000AM0411_6ce32b013d60379,135
24322000AM0413_be593e72233ace4,47
24322000AM0414_b4c859f00b40978,121
24322000AM0415_014685a5cb0c43f,138
24322000AM0416_7cb325e0506f8e1,38
24322000AM0417_a420b4af1e0f9df,70
24322000AM0418_e042e8b545bfe82,70
24322000AM0419_a226a61911def7e,74
24322000AM0420_8a824c69e907b86,97
24322000AM0423_6073779041b6900,33
24322000AM0423_eec52e6ed02f385,69
24322000AM0424_a49959cec2a260b,89
24322000AM0425_72d4d5989c51621,35
24322000AM0426_f5c4bc9676b7c3a,89
24322000AM0427_7d9eef3492f05ed,101
24322000AM0428_0585f58e5e81f8e,131
24322000AM0430_06db2fdb850e9d1,17
24322000AM0431_060a49bc8208776,112
24322000AM0432_e6468c7ddf8a975,69
24322000AM0433_a5832b39172808f,69
24322000AM0437_2fe7541c352373e,183
24322000AM0439_3429ec9565a9288,259
24322000AM0440_0305ebd1e209f3e,75
24322000AM0441_34ef2249c109a72,196
24322000AM0442_0122f05d5f127af,141
24322000AM0443_3808f69325713fc,88
24322000AM0445_51c3e5d9252807b,53
24322000AM0446_bc54f123be95fef,90
24322000AM0447_8bc21c01ff84f1f,229
24322000AM0447_f514dc8d8b57a9d,134
24322000AM0448_21c12803a3e1282,95
24322000AM0449_b9cd3e39fd5e079,130
24322000AM0450_3180df9f898462a,130
24322000AM0451_2a7433c487abc3e,117
24322000AM0452_b9e067cac11e62a,108
24322000AM0453_2f5ab4f2e050aed,53
24322000AM0454_f9d405e162bb34d,102
24322000AM0455_7d88e0128c3b37b,122
24322000AM0456_9377fd336902e6f,164
24322000AM0457_8082924fddb90b2,111
24322000AM0458_7fc2dd2ee2783a7,65
24322000AM0461_af2bfc889743bda,49
24322000AM0462_68d1d6af725f162,23
24322000AM0463_6bd6dc14b0059d9,94
24322000AM0464_c7b302050fe1497,106
24322000AM0465_0c6b0f8513e3bc2,104
24322000AM0466_653dfe2ec2d315b,165
24322000AM0467_892365c7f41c557,42
24322000AM0470_1017c7f46d9804c,97
24322000AM0471_424b75823eabe35,163
24322000AM0472_e59a8fca71f93de,91
24322000AM0473_9e4cc91c493f09a,33
24322000AM0474_cc444ae53c9ec3a,70
24322000AM0475_4500edc0d478049,92
24322000AM0475_f369ebe7af27c4d,148
24322000AM0475_f9e990987383d1b,19
24322000AM0476_a2a38f302d1ad10,48
24322000AM0477_1151283a6fd94de,83
24322000AM0478_b425d2b48398475,54
24322000AM0479_18464f10fe67317,17
24322000AM0482_a660ba087a652d0,78
24322000AM0483_8ab392f42bc97fc,75
24322000AM0484_e461e8279479670,83
24322000AM0485_2eebbf1974c440d,23
24322000AM0486_62d42b644d95a94,47
24322000AM0487_7ec7f07272bcd21,80
24322000AM0488_108d85a4655b27f,71
24322000AM0489_c3cd3c69537c7b2,120
24322000AM0490_438af3a7cab591c,71
24322000AM0491_4b7adbead6f5d70,64
24322000AM0492_4d2ee60525af108,130
24322000AM0495_b5ba745df1377d8,58
24322000AM0496_c2499aea91f2c6a,50
24322000AM0497_6f71397f0163db6,92
24322000AM0498_03b9ae80371ab6e,103
24322000AM0499_90a9ead3263f2e9,78
24322000AM0500_0911ef8eb020f50,99
24322000AM0501_688ea48917a05dc,88
24322000AM0502_502e38eb415f597,100
24322000AM0503_36c141a26d9712d,229
24322000AM0504_f5cd2ca2ffa00b8,255
24322000AM0506_47b2c42d3146405,117
24322000AM0507_7203d0759fedbe7,75
24322000AM0508_7e9b15eae40fdb2,75
24322000AM0509_3ee18009bbb8a1f,82
24322000AM0510_d2660b0301f37cc,76
24322000AM0511_95634c79ba6107c,82
24322000AM0512_d8d1775cd5435f3,66
24322000AM0513_c9b124b7c48ecb1,133
24322000AM0516_9d183770a5cda36,69
24322000AM0517_e2030ae76694e4d,45
24322000AM0518_9961c85b6b0f1b1,156
24322000AM0519_ef99ebd60fecce6,63
24322000AM0520_6aeba1afb848a2c,39
24322000AM0521_5072a1198d35a1a,84
24322000AM0522_3b2854b1711ba9c,89
24322000AM0523_4042d00b9ba5f65,72
24322000AM0524_224e5ad2dca3362,48
24322000AM0525_02a38ea23e26547,58
24322000AM0526_94ae28d26bf082b,96
24322000AM0527_019573d16d29ce3,21
24322000AM0528_42dd43a33ca017b,63
24322000AM0529_483022f5fa6aea3,81
24322000AM0530_07021f3b3cbbbf9,75
24322000AM0531_8ab5bcaa66d8a8d,102
24322000AM0532_4119cec9f677bc5,33
24322000AM0533_2fbb24a89321b7a,116
24322000AM0534_eb0f512efefa41e,125
24322000AM0535_1ddc6925ee1d746,159
24322000AM0540_4d5aff6773825d9,79
24322000AM0541_2389c6a7a8f5668,69
24322000AM0542_07684b814b46135,96
24322000AM0543_d843d8f527423c3,95
24322000AM0546_e376c5a743d1a26,118
24322000AM0547_4b2eedc077477ec,92
24322000AM0548_ad00bac5ccf2f8a,78
24322000AM0549_4cd1f351feb9e51,69
24322000AM0550_31ec343744cd8cb,70
24322000AM0551_3e25863b00bd63f,105
24322000AM0553_3d7c6adeb7fe03a,81
24322000AM0554_976dee976fb231f,61
24322000AM0555_d77128a3e13f3c9,97
24322000AM0556_adbaa40b328a323,145
24322000AM0556_e35786d3a475dac,289
24322000AM0557_977d84dfd431a47,349
24322000AM0558_6dbda71d98cec12,19
24322000AM0559_e10fa7285eea8ff,89
24322000AM0560_8842dcbe2e1542a,65
24322000AM0561_b77872ba8bf7921,64
24322000AM0562_2c603b8e8dd9392,37
24322000AM0563_1daecf0d1682c73,98
24322000AM0564_044b98564966477,71
24322000AM0565_411d82edcd0f42a,73
24322000AM0566_fc70604aa903a96,71
24322000AM0567_7ce1cbde59ea769,57
24322000AM0568_26bbd30171a107c,64
24322000AM0570_93cc43e25db41a5,69
24322000AM0572_4918b5725115365,49
24322000AM0573_1ea2df9735917b3,51
24322000AM0576_b1ea5d937c100b6,126
24322000AM0577_696b31f481b81fd,88
24322000AM0579_d695e8836f82230,104
24322000AM0581_75f426cb5ed361d,108
24322000AM0582_089b449abf67973,102
24322000AM0583_93bf30cb8e3065f,93
24322000AM0584_69d07064f907670,100
24322000AM0585_37be6b71f721687,106
24322000AM0586_de312b238bc50ef,209
24322000AM0587_27f7b695e4c6764,150
24322000AM0589_9bcd640a897b642,91
24322000AM0592_ab5ce76f2f916d9,111
24322000AM0596_bd7c7c1d09573bd,108
24322000AM0600_2e830d46c7dd8bd,65
24322000AM0603_0b36980192bd1c4,81
24322000AM0604_0489f4b880aa309,55
24322000AM0605_3129d6825087640,80
24322000AM0606_c2ea48ecb4f3b0e,84
24322000AM0607_05d02022230a72a,92
24322000AM0607_4f4163e78a4749f,127
24322000AM0610_9307fccfd845206,118
24322000AM0611_7098bbe28ca0523,37
24322000AM0614_755075d0c941865,132
24322000AM0615_9a4cd294c1abd01,84
24322000AM0616_0645945c355f24e,74
24322000AM0617_c658d332a9f8c04,82
24322000AM0618_f558234f2a3f852,18
24322000AM0619_df2e1227f100a13,17
24322000AM0620_1149dc6809a0616,17
24322000AM0622_4621437f6eb9d9c,139
24322000AM0625_3aefb536ad32d17,90
24322000AM0626_25e3f7bed8c2809,149
24322000AM0627_44bc023c8e9b2f3,82
24322000AM0629_951bc408a50ad15,30
24322000AM0631_4c2f92bf27f84e8,77
24322000AM0632_3e109a320ce0d11,79
24322000AM0637_1a1336d85692cb5,107
24322000AM0642_9bd602de879f9d3,62
24322000AM0643_8be6c7d87bd546d,96
24322000AM0644_1d0e63abbafa7ae,
24322000AM0645_1132e5138fe451f,69
24322000AM0646_ab8e6f2155cb8a8,151
24322000AM0647_a3b5b5853334a68,146
24322000AM0649_f71b28eb41ac583,114
24322000AM0655_06356f57149286b,29
24322000AM0660_e65fe7c189ce2ac,177
24322000AM0663_958bb2c83492830,170
24322000AM0664_19b3e5c28c490d6,107
24322000AM0666_88b3c826c8654c4,36
24322000AM0667_52f65a95c7df264,104
24322000AM0671_89978273cdec4b7,78
24322000AM0672_8eda298f3e78f46,106
24322000AM0673_d54ccf01046ebec,118
24322000AM0675_1874a331aa83077,1496
24322000AM0676_60e3eeb42cfe1f3,51
24322000AM0678_fcbfd4d8838e243,51
24322000AM0679_5772b33076a4a59,319
24322000AM0692_17e054a9452bbb3,17
24322000AM0694_d56b349f9061068,73
24322000AM0697_fb2b13ac6220856,94
24322000AM0698_420fb0453ce88bf,93
24322000AM0701_a7b7dbe090826a2,63
24322000AM0702_deba0d4ca9b0261,38
24322000AM0703_73b829b2d7fd7f7,9
24322000AM0704_38928dce482308f,288
24322000AM0718_4734c101d7726ba,290
24322000AM0738_ddba0f9e7843a83,227
